author,content
闪电蜗牛Roy,快转微博
明天会更好-平安,快转微博
南陽鈺Yann,"旁边奥特曼在认真看戏<img alt=""[奥特曼]"" title=""[奥特曼]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/c6/2018new_aoteman_org.png"" />"
77似水年华,"你的图<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />"
头像是黑猫却养了只黑狗的菜菜,快转微博
驾鹤闲游一村夫,好图
上海侬吾伊,快转微博
Mervin___,转发微博
BD-yanglianyu,快转微博
雪莲花---冰雪傲霜,快转微博
---456木头人---,"真的是想想都爽……//<a href=/n/木头投资笔记>@木头投资笔记</a>:我赚的钱是我的，你赚的钱也是我的！你欠的债你还，我欠的债还是你还！//<a href=/n/CN花骑士>@CN花骑士</a>:老美为啥希望打起来啊? 单纯希望资金回流? <img alt=""[笑而不语]"" title=""[笑而不语]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/2d/2018new_xiaoerbuyu_org.png"" />"
zongsian,哈哈哈哈哈哈…绝
MaoMAyMao,"<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" /><img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" /><img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />"
GT股经闲谈,"<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" /><img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" /><img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />"
自娱自乐的Eric,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
daisy-668,快转微博
大江洪流大姜,转发微博
ETF_木木夕,快转微博
中华义勇军召集人,再预测：乌克兰政府军，现在已处于被俄罗斯海陆两栖登陆的夹击，与即将到来的立体打击中。不出一周，很快会完蛋。
细雨丝竹又名浅樽酌海,"<a href=""//s.weibo.com/weibo?q=%23%E4%B8%96%E7%95%8C%E5%8E%86%E5%8F%B2%23"" target=""_blank"">#世界历史#</a> 17世纪中叶乌克兰哥萨克人是如何使用马刀进行决斗的？"
有用帮打个1,"<a href=""//s.weibo.com/weibo?q=%23%E6%9C%89%E7%94%A8%E5%B8%AE%E6%89%93%E4%B8%AA1%23"" target=""_blank"">#有用帮打个1#</a> "
用户收藏架,"//<a href=/n/老赵讲历史>@老赵讲历史</a>: <a href=""//s.weibo.com/weibo?q=%23%E8%BD%AC%E5%8F%91%E8%B5%A0%E4%B9%A6%23"" target=""_blank"">#转发赠书#</a>"
psk_ykz,转发微博
衔泥筑巢,借力波兰，借力莫斯科，最终狼做了狗，还是狗本来就是狼？
马埃斯特拉山之鹰,波兰影片《剑与火》
大脸肉能吃,搜集了个寂寞？
郑制片,拜登确信莫斯科入侵乌克兰的威胁非常高，是迄今为止最严厉的警告，言论反映出西方各国日益增长的悲观情绪，风声鹤唳的俄乌关系变数极大，美国操纵北约新战略已经在舆论漩涡中，欧盟担心会加剧紧张局势，事态严重也导致全球股市震荡，我们无法判断意外和明天哪一个先来，但谎言重复千遍，肯定还是谎言。
洪灝,关于俄乌局势，白宫这样看…
美国侨报网,【#入侵乌克兰#】拜登称相信普京已决定进一步入侵乌克兰【侨报特约记者严添2月18日华盛顿报道】周五下午，拜登总统在白宫就俄乌局势发表全国电视讲话。他声称目前的迹象让他确信俄罗斯总统普京已决定进一步入侵乌克兰，而美方将与欧洲盟友团结一致让俄方为其入侵行径付出高昂代价。当天早些时候，拜登就俄乌局势分别同国会两党小组以及北约盟国元首举行电话会议。他指出，尽管俄方正通过国内外的多种方式企图分裂美国及盟友，但这一阴谋已经遭到了挫败。针对过去几天有关乌克兰东部地区亲俄势力武装违反停火协议的有关报道，拜登则表示俄方正在不断捏造有关乌克兰首先发动攻击的“虚假信息”，并将继续利用这种方式为俄方入侵乌克兰制造借口。拜登说：“所有这些都符合俄罗斯以往使用过的伎俩。这也符合美国及盟友几周以来一直在警告的情况。我们有理由相信，俄罗斯军队正计划在下周攻击乌克兰。在不久的未来，我认为他们将会袭击乌克兰首都基辅，这座拥有280万人口的城市。”拜登同时强调，美国一再公开俄罗斯的军事计划，不是为了制造冲突，而是为了尽可能消除俄罗斯入侵乌克兰的借口。如果俄方一意孤行实施入侵计划，它将会为不必要的灾难而负责。值得一提的是，拜登在讲话中重申了“美国不会派遣军队进入乌克兰作战”的立场，但“美国和西方盟友一定会支持乌克兰人民并让俄罗斯为自身行为负责”。针对普京将在本周末亲自监督俄军进行“核演练”的消息，拜登则声称并不认为普京会在俄乌问题上考虑使用核武器，但他同时也承认“无法读懂普京的心思”。另据美俄双方周四（17日）晚达成的协议，国务卿布林肯将与俄国外长拉夫罗夫于2月24日在欧洲举行会面。拜登对此表示，如果俄罗斯在2月24日之前采取军事行动，很明显这将意味着他们关上外交途径的大门并选择战争。
任韧,俄乌边境重兵布阵，俄罗斯所为何求？#热点大连麦##任韧的新知书房##俄乌局势#L任韧的微博视频
股市南侠,全是利空，A股今天还装吗？这么多大利空，下面还有几个大缺口等着回补！以渣A的尿性，今天估计凶多吉少！第一大利空：美股又破位下跌，纳指跌近3％，应该又是新一轮股灾开始。第二大利空：俄罗斯驱逐美副大使，俄乌局势持续紧张，这事不会轻易结束。第三大利空：社保基金减持中国人保7亿股，套现几十亿。第四大利空：阿根廷加息！财联社2月18日电，阿根廷央行据称将基准利率从目前的40%上调至42.5%。第五大利空：第七批国家药品集中采购启动！第六大利空：香港今天又新增几千例，疫情持续恶化。压力在3480到3500点，反弹持续缩量，随时可能大跌。由于担心周末出什么幺蛾子，周五的走势从来就没好过！大家谨慎点！#投资##今日看盘#
看看新闻全球眼,#子午观潮#【敏感时刻“外交战”升级#俄乌局势如何破局#？】美国驻俄罗斯大使馆发言人2月17日向媒体证实，美国驻俄副大使戈尔曼被俄方驱逐。华东师范大学俄罗斯研究中心副研究员万青松表示，俄方的驱逐举动看起来突然，其实是被迫的“以牙还牙”，也是在维护俄罗斯正当外交利益的一种决策。“外交战”升级的同时，美国也不忘继续在俄乌局势上拱火。自2月16日“入侵日”被打脸后，美国又瞄上了2月20日。在万青松看来，美国在俄乌问题上持续散布战争谣言，显然是在刻意制造“战争陷阱”，目的是将被迫卷入俄乌局势的各方进行捆绑，并动用美国强有力的舆论信息战来混淆视听，以便渔翁得利。L看看新闻KNEWS的秒拍视频
财联社APP,【乌东武装：乌政府军24小时内开火31次使用重型武器】财联社2月19日电，据俄罗斯卫星通讯社，乌克兰东部“各方分界线落实停火和稳定问题”联合监控与协调中心的乌东代表称，乌克兰政府军在过去24小时内对乌东民间武装控制地区开火31次，包括使用重型武器。#俄乌局势#
2022搏一把,2月19日#比特币行情分析#复盘一下昨天：盘面还是很弱，40000这个支撑还在反复确认，昨晚几次跌破后都收回来，反弹的力度还是太弱，市场上的资金对于乌俄局势太过于敏感，导致行情短暂脱离技术面来看一下今天：进入周末，行情震荡的概率大，如果不能收回40630/4小时ma250均线所处的位置不看涨（点位会随时间变化而变化），早间空头回补，先看反弹，不宜激进追空，建议等待压力位附近时再考虑日内关键压力：41400-41700支撑：39600-39300个人观点，仅供参考#币圈##以太坊合约##比特币超话#
刘志勇xj,司马南：英媒造谣俄乌开战，普京的回应绝了！『O网页链接』O网页链接#美媒称俄装甲大军涌向俄乌边境##俄乌局势##美国炒作俄乌局势意欲何为#
震碎你三观,这就是米国
LII-SHAW,和平不是求来的！
可有可无的意思,"真敢说真能说<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />"
红杉析市,A股将不受国外形势的影响，走出独立牛市行情。俄乌局势可谓一波三折，昨日乌克兰开火的新闻再度让市场高度紧张，以至于欧美股市又一次跳水。理性分析，欧洲仍然不会发生规模性战争。以俄罗斯目前的国力仅可自卫，不足以主动挑起跟西方国家的战争。所以，俄罗斯在捍卫国家利益的同时，将以防守姿态为主。最终双方将回到谈判桌，目前阶段所为只不过是为讨价还价增添筹码。欧美股市也不会再度进入下跌趋势，而仅仅是底部波动。昨夜的下跌不具有持续性，很快会恢复反弹走势。美国加息的影响也将逐渐淡去，甚至会出现初期加息落地之后，股市反而上涨的局面。A股今年不仅没有大的风险，反而将会进入新一轮牛市，也就是牛市的大三浪行情。持续时间将达到一年半左右。以前我已经多次提出今年的核心主线是科技股。股市运行进入了新阶段，需要新的领涨品种。而更深刻的时代背景则是中国经济发展至今已经进入向后工业化时代转型的阶段，即转向以科技信息产业为主导。认识到这一历史趋势，有助于我们把握今年之后股市主要的机会所在。昨天的新消息“东数西算”，又一次证实科技股是今年主线的判断是正确的。“东数西算”工程的实施显然利好大数据和云计算产业，以及众多相关科技细分产业。对于股市投资而言，不可因利好而去追高。如果不是事先持有相关股票，须待回调方可介入。这一工程延续了国家支持数字经济发展的政策，是其具体实施的体现。同时，还是稳增长新基建的主要方向之一。因而，数字经济板块将是今年可以重点关注的科技股核心方向之一。投资科技股，一定要转变观念，不要去追逐没有业绩支撑的纯概念题材性炒作的股票。如今这个时代，投资任何行业的股票都必须要有业绩支撑，同时最好是关注行业龙头知名科技公司。如此操作，风险性将降到最低，还能确保长期的投资盈利稳定性。军工股短期不具备大幅上涨的条件，不可幻想借欧洲局势动荡而炒作一波的可能性。锂电池新能源和白酒板块，不会持续大幅拉升。而将是以震荡的方式缓慢向上。不能再用板块牛市思维来看待这些高位板块今年的走势了。股市2-3月都将以慢牛方式为主，也是一个轻指数重个股的时间段。指数短期不会有太大涨幅，但是个股的机会将会相当地多。#“东数西算”工程启动，数据中心等板块大涨##股票##财经#
